sireID,damID,Nsegsnps,predOf,Trait,predMean,predSD,predUsefulness
234,BR-19GS-030-39,BR-18GS-098-1,3769,BV,SELIND,41.554591005943,6.99084213117972,60.2201394961928
235,BR-18GS-085-83,BR-18GS-085-1,3397,BV,SELIND,36.1311288208352,9.02153600510171,60.2186299544568
236,BR-18GS-085-83,BR-21GS-C3-201-1,3340,BV,SELIND,39.5497964573639,7.73670222503717,60.2067913982131
237,BR-18GS-085-83,BGM-0022-TB,3623,BV,SELIND,41.3065004976834,7.07839240836809,60.2058082280262
238,BR-18GS-001-3,BR-21GS-C3-288-30,3545,BV,SELIND,40.2469688898973,7.47382408973899,60.2020792095005
239,BR-18GS-034-21,BR-18GS-059-29,4012,BV,SELIND,38.559461175569,8.1051968990955,60.200336896154
240,BR-21GS-C3-287-9,BR-18GS-059-48,3418,BV,SELIND,40.9487826957837,7.20578825246699,60.1882373298706
241,BR-18GS-001-3,BGM-1596,4188,BV,SELIND,39.936157918744,7.58478152379184,60.1875245872682
242,BGM-0048,BGM-0048,2005,BV,SELIND,37.6558768367601,8.436903394335,60.1824088996345
243,BR-19GS-113-8,BR-19GS-030-39,3308,BV,SELIND,42.2235771766832,6.72474930108478,60.1786578105795
244,BR-18GS-085-83,BR-18GS-034-35,3692,BV,SELIND,38.4262243915515,8.14672858239071,60.1779897065347
245,BR-18GS-085-83,BR-18GS-102-11,3901,BV,SELIND,38.8610950375006,7.98171416820601,60.1722718666106
246,BR-18GS-085-83,BR-21GS-C3-132-18,3654,BV,SELIND,40.2219497388533,7.47145585666926,60.1707368761603
247,BR-21GS-C3-287-9,BGM-1023,4117,BV,SELIND,43.1251618172071,6.38254882911055,60.1665671909322
248,BR-18GS-001-3,BR-18GS-084-30,3711,BV,SELIND,39.6857847648445,7.66833737011597,60.1602455430541
249,BR-19GS-030-39,BR-21GS-C3-069-3,3560,BV,SELIND,41.515126586053,6.97819345277959,60.1469031049745
250,BR-18GS-001-3,BR-18GS-085-37,3573,BV,SELIND,39.0798130302451,7.88600069388125,60.1354348829081
251,BR-18GS-001-3,BR-18GS-085-143,3767,BV,SELIND,37.6113815975473,8.43555294466848,60.1343079598122
252,BR-19GS-063-59,BR-18GS-059-29,3538,BV,SELIND,40.4354171121052,7.37730783665374,60.1328290359707
253,BR-19GS-030-39,BR-18GS-034-27,3689,BV,SELIND,40.9526571597853,7.17989960083615,60.1229890940179
254,BR-18GS-085-83,BR-21GS-C3-055-6,3734,BV,SELIND,37.6615311098535,8.41143891925262,60.120073024258
255,BR-18GS-085-83,BR-21GS-C3-122-8,3467,BV,SELIND,39.8285782263183,7.59762468135149,60.1142361255268
256,BR-18GS-001-3,BR-18GS-034-57,3826,BV,SELIND,40.5830536830007,7.31207707598088,60.1062994758696
257,BR-18GS-001-3,BR-21GS-C3-162-13,3798,BV,SELIND,36.7214592243768,8.7583059943479,60.1061362292857
258,BR-18GS-085-83,BGM-0134,4063,BV,SELIND,40.9417251875982,7.17271044458038,60.0928620746279
259,BR-18GS-085-83,BR-18GS-059-69,3683,BV,SELIND,37.7578517721096,8.35066130095207,60.0541174456516
260,BR-18GS-085-83,BR-21GS-C3-292-10,3675,BV,SELIND,40.4061179881945,7.35496095037905,60.0438637257065
261,BR-18GS-001-3,BR-18GS-001-55,3168,BV,SELIND,38.0032534763959,8.248860028952,60.0277097536977
262,BR-18GS-001-3,BR-18GS-052-33,3560,BV,SELIND,38.2497172418913,8.15138512940872,60.0139155374126
263,BR-18GS-085-83,BR-21GS-C3-288-13,3761,BV,SELIND,37.5848156409319,8.39809666336965,60.0077337321288
264,BR-18GS-001-3,BR-21GS-C3-157-14,3631,BV,SELIND,39.2644228172885,7.76721221476811,60.0028794307194
265,BR-18GS-001-3,BR-21GS-C3-288-28,3432,BV,SELIND,40.9738484961774,7.12484976066989,59.997197357166
266,BR-18GS-001-3,BGM-0815,4185,BV,SELIND,39.6259539385418,7.62338470523221,59.9803911015118
267,BR-21GS-C3-287-9,BGM-1527,4140,BV,SELIND,43.6191961800597,6.12374171376822,59.9695865558209
268,BR-19GS-113-8,BGM-0048,3626,BV,SELIND,40.0949181241354,7.44351090877811,59.9690922505729
269,BR-18GS-001-3,BR-21GS-C3-104-30,3405,BV,SELIND,38.4167000753652,8.06931883734512,59.9617813710767
270,BR-18GS-059-43,BR-18GS-059-43,1684,BV,SELIND,43.2639110504887,6.25053431849494,59.9528376808702
271,BR-18GS-098-1,BGM-0048,3286,BV,SELIND,39.4259319533952,7.6847560266892,59.9442305446554
272,BR-18GS-001-3,BR-21GS-C3-114-5,3232,BV,SELIND,40.8416230473652,7.1532325130173,59.9407538571214
273,BR-18GS-111-57,BGM-0048,3861,BV,SELIND,38.1645374988773,8.14898240527147,59.9223205209521
274,BR-18GS-085-83,BR-18GS-001-56,3801,BV,SELIND,37.7353165567894,8.30833682744588,59.9185758860699
275,BR-21GS-C3-286-1,BR-18GS-034-21,3677,BV,SELIND,39.9895588769571,7.46384726009248,59.918031061404
276,BR-18GS-085-83,BR-21GS-C3-106-9,3787,BV,SELIND,40.3235660839932,7.33869109448285,59.9178713062624
277,BR-18GS-085-83,BR-18GS-102-18,4049,BV,SELIND,38.139148526711,8.15645568830897,59.916885214496
278,BR-18GS-001-3,BR-21GS-C3-058-5,3299,BV,SELIND,37.6923622184682,8.32353523183115,59.9162012874573
279,BR-18GS-059-43,BR-18GS-111-57,3667,BV,SELIND,40.9685546057416,7.09576172317636,59.9142384066225
280,BR-18GS-001-3,BGM-0022-TB,3950,BV,SELIND,40.7771421771062,7.16674069660819,59.9123398370501
281,BR-18GS-085-83,BR-21GS-C3-102-6,3604,BV,SELIND,39.642182952594,7.58987570459078,59.9071510838514
282,BR-18GS-085-83,BGM-1503,4107,BV,SELIND,37.0962485152923,8.54232785812087,59.904263896475
283,BR-18GS-085-83,BGM-1370,4349,BV,SELIND,40.492888457417,7.26643817824383,59.8942783933281
284,BR-18GS-001-3,BR-21GS-C3-201-1,3278,BV,SELIND,39.0204381367867,7.817614370412,59.8934685057867
285,BR-19GS-030-39,BR-18GS-059-29,3563,BV,SELIND,39.630770970668,7.58326268403674,59.8780823370461
286,BR-18GS-034-21,BR-18GS-084-34,3392,BV,SELIND,39.5241697435298,7.62269476798294,59.8767647740442
287,BR-18GS-001-3,BR-18GS-085-1,3397,BV,SELIND,35.601770500258,9.09102002070855,59.8747939555499
288,BR-21GS-C3-069-3,BGM-0048,3620,BV,SELIND,39.3864675335052,7.67325128945185,59.8740484763416
289,BR-21GS-C3-287-9,Guaira-Falsa,3804,BV,SELIND,42.991853530248,6.32117198652618,59.8693827342729
290,BR-18GS-085-83,BR-21GS-C3-059-67,3681,BV,SELIND,39.3220685274875,7.69507584570965,59.8679210355322
291,BR-18GS-001-3,BR-21GS-C3-132-18,3350,BV,SELIND,39.6925914182761,7.55520917935,59.8649999271406
292,BR-18GS-001-3,BR-18GS-034-35,3852,BV,SELIND,37.8968660709743,8.22360746392475,59.8538979996533
293,BR-18GS-001-3,BR-18GS-102-11,3714,BV,SELIND,38.3317367169234,8.06016713154992,59.8523829581617
294,BR-18GS-085-83,BR-18GS-099-26,3752,BV,SELIND,39.8161081396834,7.50319162141419,59.8496297688592
295,BR-18GS-034-21,BGM-0049,4328,BV,SELIND,39.2685928511808,7.6926053064212,59.8078490193254
296,BR-18GS-001-3,BR-21GS-C3-122-8,3301,BV,SELIND,39.2992199057411,7.68000220861025,59.8048258027305
297,BR-18GS-085-83,BR-19GS-012-3,3846,BV,SELIND,39.8358967301455,7.47868775384826,59.8039930329203
298,BR-18GS-034-27,BGM-0048,4000,BV,SELIND,38.8239981072376,7.85713432268696,59.8025467488118
299,BR-21GS-C3-287-9,BGM-2289,3541,BV,SELIND,40.4034356051984,7.26425106720251,59.7989859546291
300,BR-18GS-001-3,BGM-0134,3891,BV,SELIND,40.412366867021,7.25991103577513,59.7963293325406
301,BR-18GS-001-3,BR-21GS-C3-055-6,3519,BV,SELIND,37.1321727892763,8.48591997475198,59.7895791218641
302,BR-21GS-C3-287-9,BR-19GS-030-15,3499,BV,SELIND,40.9583759414253,7.05244882215385,59.7884142965761
303,BR-18GS-085-83,BR-18GS-101-28,3965,BV,SELIND,37.8713514215772,8.19945963774119,59.7639086543462
304,BR-18GS-085-83,BGM-0027,4331,BV,SELIND,39.6608842200482,7.52797993427369,59.760590644559
305,BR-18GS-085-83,BR-18GS-001-38,3914,BV,SELIND,37.7633901985975,8.23835400692077,59.759795397076
306,BR-21GS-C3-287-9,BGM-0039,4084,BV,SELIND,42.0360703239969,6.63345585013715,59.7473974438631
307,BR-18GS-001-3,BR-21GS-C3-292-10,3424,BV,SELIND,39.8767596676173,7.44002578672801,59.7416285181811
308,BR-18GS-059-43,BR-18GS-098-1,3500,BV,SELIND,42.2299490602595,6.55739242232816,59.7381868278757
309,BR-18GS-001-3,BR-18GS-059-69,3382,BV,SELIND,37.2284934515324,8.42567963364354,59.7250580733606
310,BR-18GS-085-83,BR-21GS-C3-177-1,3674,BV,SELIND,40.6382107506494,7.14733620208658,59.7215984102206
311,BR-18GS-085-83,BGM-0480,4377,BV,SELIND,38.756431395332,7.8498731127926,59.7155926064883
312,BR-18GS-001-3,BR-21GS-C3-288-13,3454,BV,SELIND,37.0554573203546,8.472695007663,59.6775529908149
313,BR-18GS-059-43,BR-18GS-034-27,3749,BV,SELIND,41.6280152141019,6.75858564756091,59.6734388930895
314,BR-19GS-063-59,BR-18GS-084-34,3827,BV,SELIND,41.400125680066,6.84367808049735,59.6727461549939
315,BR-19GS-063-59,BR-21GS-C3-286-1,3246,BV,SELIND,41.8655148134933,6.66629357781634,59.6645186662629
316,BR-18GS-059-43,BR-21GS-C3-069-3,3414,BV,SELIND,42.1904846403695,6.54390598509371,59.6627136205697
317,BR-18GS-059-43,BR-19GS-113-8,3381,BV,SELIND,42.8989352309997,6.27293988810426,59.6476847322381
318,BR-18GS-111-57,BR-18GS-111-57,2313,BV,SELIND,38.6731981609945,7.85050887506706,59.6340568574236
319,BR-18GS-085-83,BR-21GS-C3-286-14,3797,BV,SELIND,39.0620064759409,7.70459855711027,59.6332846234253
320,BR-21GS-C3-287-9,Aipim-Preto-Joselito,3810,BV,SELIND,43.5114092399058,6.03736797594904,59.6311817356897
321,BR-19GS-063-59,BGM-0049,4010,BV,SELIND,41.144548787717,6.92146159015746,59.6248512334374
322,BR-18GS-001-3,BR-21GS-C3-106-9,3589,BV,SELIND,39.794207763416,7.42394235604096,59.6161338540453
323,BR-18GS-098-1,BR-18GS-111-57,3928,BV,SELIND,39.9345926155124,7.36749961288215,59.6058165819077
324,BR-18GS-085-83,BR-21GS-C3-132-4,3693,BV,SELIND,37.5436221046091,8.2616209176492,59.6021499547325
325,BR-19GS-113-8,BR-18GS-111-57,3906,BV,SELIND,40.6035787862526,7.11550630701578,59.6019806259847
326,BR-21GS-C3-287-9,BR-21GS-C3-175-75,3401,BV,SELIND,41.4795983081475,6.78605160141084,59.5983560839145
327,BR-18GS-001-3,BR-21GS-C3-102-6,3408,BV,SELIND,39.1128246320168,7.67233643271165,59.5979629073569
328,BR-18GS-001-3,BGM-1370,4253,BV,SELIND,39.9635301368398,7.35252724740389,59.5947778874082
329,BR-18GS-001-3,BR-18GS-102-18,3869,BV,SELIND,37.6097902061338,8.23324374234875,59.592550998205
330,BR-18GS-001-3,BR-18GS-001-56,3331,BV,SELIND,37.2059582362122,8.38373389152294,59.5905277265784
331,BR-18GS-085-83,BGM-0892,4345,BV,SELIND,39.595907442375,7.48572855383858,59.582802681124
332,BR-18GS-085-83,BR-21GS-C3-058-2,3646,BV,SELIND,39.6551784346643,7.462829747204,59.580933859699
333,BR-18GS-085-83,BR-18GS-099-48,3709,BV,SELIND,39.9806704814629,7.33955046761041,59.5772702299827
334,BR-18GS-001-3,BGM-1503,3895,BV,SELIND,36.5668901947151,8.61567747546327,59.570749054202
335,BR-18GS-001-3,BR-21GS-C3-059-67,3567,BV,SELIND,38.7927102069103,7.7764211175065,59.5557545906527
336,BR-18GS-001-3,BR-18GS-099-26,3473,BV,SELIND,39.2867498191061,7.58659460055941,59.5429574025998
337,BR-21GS-C3-069-3,BR-18GS-111-57,3810,BV,SELIND,39.8951281956224,7.35549867154886,59.5343096486579
338,BR-18GS-085-83,BR-21GS-C3-104-52,3736,BV,SELIND,39.501654716739,7.49905625488442,59.5241349172804
339,BR-18GS-085-83,BR-21GS-C3-286-37,3682,BV,SELIND,37.1027334635443,8.39058576698844,59.5055974614034
340,BR-18GS-085-83,BGM-1682,4345,BV,SELIND,39.6257425666323,7.44388508926935,59.5009157549814
341,BR-18GS-001-3,BR-19GS-012-3,3584,BV,SELIND,39.3065384095683,7.56236098352472,59.4980422355793
342,BR-18GS-059-43,BR-18GS-059-29,2871,BV,SELIND,40.3061290249845,7.18563807969991,59.4917826977833
343,BR-21GS-C3-287-9,BR-18GS-001-26,3530,BV,SELIND,41.2587818054006,6.82785601729051,59.4891573715662
344,BR-18GS-098-1,BR-18GS-098-1,2167,BV,SELIND,41.1959870700303,6.85051906749631,59.4868729802455
345,BR-18GS-085-83,BGM-0901,4348,BV,SELIND,39.3226712024022,7.5514566833633,59.4850605469822
346,BR-18GS-034-27,BR-18GS-111-57,4077,BV,SELIND,39.3326587693548,7.54712760729724,59.4834894808384
347,BGM-0048,BR-18GS-059-29,3498,BV,SELIND,37.5021119181202,8.22736132801779,59.4691666639277
348,BR-18GS-085-83,BR-21GS-C3-286-24,3805,BV,SELIND,39.5407064915661,7.46343491807295,59.4680777228209
349,BR-19GS-030-39,BR-21GS-C3-286-1,3064,BV,SELIND,41.060868672056,6.8935239235087,59.4665775478243
350,BR-18GS-085-83,BR-21GS-C3-063-3,3785,BV,SELIND,38.9912791556014,7.66745017371837,59.4633711194294
351,BR-19GS-030-39,BR-18GS-084-34,3732,BV,SELIND,40.5954795386288,7.06520570739672,59.459578777378
352,BR-18GS-001-3,BGM-0027,4156,BV,SELIND,39.131525899471,7.61111128656022,59.4531930345868
353,BR-18GS-085-83,BR-19GS-063-76,3952,BV,SELIND,39.3582271876063,7.52494168514023,59.4498214869307
354,BR-18GS-085-83,BR-21GS-C3-078-6,3646,BV,SELIND,39.3515667800167,7.52691425770559,59.4484278480906
355,BR-18GS-001-3,BR-18GS-101-28,3758,BV,SELIND,37.341993101,8.27584868617859,59.4385090930968
356,BR-18GS-085-83,BR-18GS-089-35,3777,BV,SELIND,37.0110539336882,8.39819081898723,59.4342234203841
357,BR-18GS-001-3,BR-18GS-001-38,3463,BV,SELIND,37.2340318780203,8.31438571807471,59.4334417452798
358,BR-19GS-113-8,BR-18GS-098-1,3725,BV,SELIND,41.8649732407705,6.57875299380462,59.4302437342288
359,BR-18GS-001-3,BR-21GS-C3-177-1,3434,BV,SELIND,40.1088524300722,7.23484263209881,59.425882257776
360,BR-18GS-085-83,BR-19GS-030-52,3833,BV,SELIND,39.5192960567699,7.45165857560275,59.4152244536292
361,BR-18GS-098-1,BR-21GS-C3-069-3,3655,BV,SELIND,41.1565226501403,6.83761081485843,59.4129435258123
362,BR-18GS-085-83,BR-18GS-059-26,3681,BV,SELIND,37.9588192019524,8.03487252973295,59.4119288563393
363,BR-19GS-030-39,BGM-0049,3998,BV,SELIND,40.3399026462798,7.14057648669745,59.4052418657619
364,BR-18GS-085-83,BR-21GS-C3-292-33,3844,BV,SELIND,38.2557775581248,7.92112900198199,59.4051919934168
365,BR-18GS-085-83,BR-21GS-C3-038-3,3743,BV,SELIND,37.2301194698905,8.30524830440619,59.405132442655
366,BR-21GS-C3-287-9,BR-21GS-C3-103-5,3512,BV,SELIND,43.5823815343649,5.92470463265559,59.4013429035553
367,BR-18GS-098-1,BR-18GS-034-27,4030,BV,SELIND,40.5940532238727,7.04334409702806,59.3997819629376
368,BR-18GS-001-3,BGM-0480,4305,BV,SELIND,38.2270730747548,7.92963057226005,59.3991867026892
369,BR-21GS-C3-287-9,BR-18GS-059-73,3429,BV,SELIND,41.6054393306321,6.66147910316767,59.3915885360897
370,BR-18GS-085-83,BR-21GS-C3-201-4,3539,BV,SELIND,38.6607438248927,7.7643524836302,59.3915649561853
371,BR-21GS-C3-287-9,BR-19GS-030-10,3200,BV,SELIND,41.6069459713496,6.65716399440603,59.3815738364137
372,BR-18GS-085-83,BR-21GS-C3-288-9,3758,BV,SELIND,38.6776676431254,7.74954806194824,59.3689609685272
373,BR-19GS-113-8,BR-18GS-034-27,3769,BV,SELIND,41.2630393946129,6.77931231973442,59.3638032883037
374,BR-21GS-C3-287-9,BR-21GS-C3-265-9,3214,BV,SELIND,39.7615399281069,7.34072897643846,59.3612862951975
375,BR-21GS-C3-287-9,BR-21GS-C3-130-4,3272,BV,SELIND,42.4020451325941,6.35152445979744,59.3606154402533
376,BR-21GS-C3-287-9,BR-19GS-030-38,3395,BV,SELIND,42.9751717059705,6.13640743553325,59.3593795588443
377,BR-19GS-113-8,BR-21GS-C3-069-3,3660,BV,SELIND,41.8255088208805,6.5653104355264,59.354887683736
378,BR-19GS-113-8,BR-19GS-113-8,2073,BV,SELIND,42.5339594115107,6.29526571423765,59.3423188685252
379,BR-21GS-C3-287-9,BGM-0018,4120,BV,SELIND,41.0890699818159,6.83606840223961,59.3413726157957
380,BR-18GS-085-83,BR-18GS-061-6,4021,BV,SELIND,39.8138402924136,7.31346308594399,59.3407867318841
381,BR-21GS-C3-069-3,BR-21GS-C3-069-3,1805,BV,SELIND,41.1170582302503,6.82467814748854,59.3389488840447
382,BR-18GS-085-83,BR-18GS-103-28,3615,BV,SELIND,37.1624556161817,8.30538666058759,59.3378379999506
383,BR-21GS-C3-069-3,BR-18GS-034-27,3698,BV,SELIND,40.5545888039827,7.03078987244524,59.3267977634114
384,BR-18GS-001-3,BR-21GS-C3-286-14,3355,BV,SELIND,38.5326481553637,7.78584433775828,59.3208525371783
385,BR-18GS-085-83,BR-18GS-001-10,3600,BV,SELIND,37.1448612372246,8.29939934440661,59.3042574867902
386,BR-18GS-034-21,BR-18GS-109-17,3997,BV,SELIND,38.5270221906578,7.77984653476073,59.299212438469
387,BR-18GS-034-27,BR-18GS-034-27,2308,BV,SELIND,39.992119377715,7.23102901696222,59.2989668530042
388,BR-18GS-085-83,BR-21GS-C3-286-32,3711,BV,SELIND,38.6159755500333,7.74207143218025,59.2873062739546
389,BR-18GS-001-3,BGM-0892,4179,BV,SELIND,39.0665491217978,7.56932395312364,59.2766440766379
390,BR-18GS-001-3,BR-18GS-099-48,3425,BV,SELIND,39.4513121608857,7.42479186187581,59.2755064320941
391,BR-18GS-001-3,BR-21GS-C3-058-2,3361,BV,SELIND,39.1258201140871,7.54667880337636,59.275452519102
392,BR-18GS-001-3,BR-21GS-C3-132-4,3340,BV,SELIND,37.0142637840319,8.33744045331155,59.2752297943738
393,BR-18GS-085-83,BGM-1656,4111,BV,SELIND,37.0083170758115,8.33425424379017,59.2607759067313
394,BR-21GS-C3-287-9,BGM-1489,4238,BV,SELIND,42.4444041135544,6.29516513707639,59.2524950295484
395,BR-18GS-085-83,BR-21GS-C3-154-22,3840,BV,SELIND,37.0039435574026,8.33197523121637,59.2503174247503
396,BR-21GS-C3-287-9,BR-21GS-C3-133-1,3017,BV,SELIND,42.3913758786706,6.31131765200155,59.2425940095147
397,BR-18GS-085-83,BGM-0682,4376,BV,SELIND,38.6939133782691,7.68821865729614,59.2214571932497
398,BR-18GS-001-3,BR-21GS-C3-104-52,3532,BV,SELIND,38.9722963961618,7.58250472070399,59.2175840004415
399,BR-21GS-C3-286-1,BGM-0048,3528,BV,SELIND,38.9322096195083,7.59633290283182,59.2144184700692
400,BR-21GS-C3-287-9,BR-21GS-C3-056-2,3436,BV,SELIND,43.664841982234,5.82108265816303,59.2071326795293
401,BR-21GS-C3-287-9,BR-18GS-085-161,3617,BV,SELIND,40.8286153719383,6.87943695199464,59.196712033764
402,BR-18GS-001-3,BGM-1682,4177,BV,SELIND,39.0963842460551,7.52794516105316,59.195997826067
403,BR-18GS-111-57,BR-18GS-059-29,3859,BV,SELIND,38.0107725802374,7.9318377301761,59.1887793198076
404,BR-18GS-085-83,BR-18GS-109-11,3674,BV,SELIND,38.718209060422,7.66475595446111,59.1831074588332
405,BR-19GS-113-8,BR-18GS-059-29,3542,BV,SELIND,39.9411532054955,7.20513637522011,59.1788673273332
406,BR-18GS-001-3,BGM-0901,4184,BV,SELIND,38.793312881825,7.63433239820545,59.1769803850336
407,BR-18GS-001-3,BR-21GS-C3-286-37,3399,BV,SELIND,36.5733751429671,8.46525029982966,59.1755934435123
408,BR-18GS-098-1,BR-18GS-059-29,3688,BV,SELIND,39.2721670347553,7.45410026268477,59.1746147361237
409,BR-18GS-084-34,BGM-0048,3903,BV,SELIND,38.466820486081,7.75246626400204,59.1659054109664
410,BR-18GS-001-3,BR-21GS-C3-286-24,3390,BV,SELIND,39.0113481709889,7.5472772508957,59.1625784308804
411,BR-18GS-001-3,BR-21GS-C3-063-3,3635,BV,SELIND,38.4619208350242,7.74908544875012,59.151978983187
412,BR-18GS-085-83,BGM-1560,4137,BV,SELIND,36.3699390367596,8.53128346502913,59.1484658883873
413,BR-18GS-001-3,BR-19GS-063-76,3538,BV,SELIND,38.8288688670291,7.60810623547924,59.1425125157587
414,BR-19GS-063-59,BR-18GS-109-17,3668,BV,SELIND,40.402978127194,7.01829510978798,59.141826070328
415,BR-18GS-001-3,BR-21GS-C3-078-6,3631,BV,SELIND,38.8222084594395,7.61005725132398,59.1410613204745
416,BR-21GS-C3-287-9,BGM-1024,4145,BV,SELIND,42.6961042799816,6.15908496547002,59.1408611377866
417,BR-21GS-C3-287-9,BR-18GS-001-1,3277,BV,SELIND,39.6050681185069,7.30822716093573,59.1180346382053
418,BR-18GS-034-21,BGM-1156,4003,BV,SELIND,37.2143677865183,8.20296204977572,59.1162764594195
419,BR-18GS-001-3,BR-19GS-030-52,3461,BV,SELIND,38.9899377361927,7.53563193454478,59.1100750014272
420,BR-18GS-034-21,BGM-1023,4328,BV,SELIND,39.2121198391613,7.45117880658989,59.1067672527563
421,BR-18GS-001-3,BR-18GS-089-35,3485,BV,SELIND,36.481695613111,8.47278833429105,59.1040404656681
422,BR-21GS-C3-069-3,BR-18GS-059-29,3494,BV,SELIND,39.2327026148653,7.44223897006107,59.1034806649284
423,BR-18GS-085-83,BR-18GS-042-28,3936,BV,SELIND,38.7262611084982,7.63014150585413,59.0987389291287
424,BR-18GS-085-83,BR-18GS-052-6,3646,BV,SELIND,39.3372045962098,7.40050478705762,59.0965523776536
425,BGM-0049,BGM-0048,4364,BV,SELIND,38.211243593732,7.82121691612213,59.0938927597781
426,BR-18GS-001-3,BR-18GS-059-26,3446,BV,SELIND,37.4294608813752,8.11281145439941,59.0906674646216
427,BR-18GS-001-3,BR-21GS-C3-292-33,3558,BV,SELIND,37.7264192375476,8.00017611003766,59.0868894513482
428,BR-18GS-085-83,BR-21GS-C3-057-12,3715,BV,SELIND,38.1806699873119,7.82848482200761,59.0827244620723
429,BR-18GS-001-3,BR-21GS-C3-201-4,3377,BV,SELIND,38.1313855043155,7.84497945284955,59.0774806434238
430,BR-18GS-001-3,BR-21GS-C3-038-3,3698,BV,SELIND,36.7007611493133,8.38067315455142,59.0771584719656
431,BR-21GS-C3-287-9,BR-19GS-153-2,3563,BV,SELIND,41.4021519883455,6.61905318050308,59.0750239802887
432,BR-19GS-063-59,BGM-1156,3660,BV,SELIND,39.0903237230545,7.48458686459754,59.0741706515299
433,BR-19GS-063-59,BR-18GS-109-10,3505,BV,SELIND,38.4972407305702,7.70368992319889,59.0660928255113
434,BR-18GS-085-83,BR-19GS-024-7,3791,BV,SELIND,35.4463437462919,8.84454895126806,59.0612894461776
435,BR-18GS-085-83,BR-19GS-047-16,3842,BV,SELIND,36.195528007332,8.56349367185381,59.0600561111817
436,BR-18GS-034-21,BR-18GS-109-10,3860,BV,SELIND,36.621284794034,8.40335553747137,59.0582440790826
437,BR-18GS-001-3,BR-21GS-C3-288-9,3361,BV,SELIND,38.1483093225482,7.83032747016514,59.0552836678892
438,BR-21GS-C3-287-9,BR-18GS-085-3,3764,BV,SELIND,39.3734628154952,7.37068331939973,59.0531872782925
439,BR-21GS-C3-287-9,BR-21GS-C3-217-6,3489,BV,SELIND,41.7576126692101,6.47586895269284,59.0481827729
440,BR-21GS-C3-287-9,BR-21GS-C3-286-31,3129,BV,SELIND,40.4102891214818,6.9800468507379,59.047014212952
441,BR-18GS-034-27,BR-18GS-059-29,3965,BV,SELIND,38.6702331885977,7.63169019950146,59.0468460212666
442,BR-18GS-085-83,BR-21GS-C3-087-8,3791,BV,SELIND,38.2063779541512,7.80453333943811,59.044481970451
443,BR-18GS-001-3,BR-18GS-061-6,3823,BV,SELIND,39.2844819718364,7.39900503007279,59.0398254021308
444,BR-18GS-085-83,BR-19GS-042-13,3926,BV,SELIND,36.8548589843649,8.30836805951302,59.0382017032647
445,BR-18GS-085-83,BR-18GS-105-9,3506,BV,SELIND,37.2802684295446,8.14577968004437,59.0295001752631
446,BR-18GS-085-83,BR-19GS-010-6,3806,BV,SELIND,38.0140725286634,7.86767712000311,59.0207704390717
447,BR-18GS-034-21,BGM-1527,4337,BV,SELIND,39.706154202014,7.2307225523276,59.0121834167287
448,BR-18GS-001-3,BR-18GS-103-28,3411,BV,SELIND,36.6330972956045,8.38081026556761,59.00986070467
449,BR-21GS-C3-287-9,BR-19GS-048-2,3595,BV,SELIND,39.618346064073,7.26065918083583,59.0043060769047
450,BR-18GS-085-83,BGM-0314,4178,BV,SELIND,38.375872550433,7.7246741889346,59.0007526348884
451,BR-18GS-059-43,BR-18GS-084-34,3620,BV,SELIND,41.2708375929453,6.63661460122256,58.9905985782095
452,BR-18GS-034-21,BR-21GS-C3-292-15,3596,BV,SELIND,37.3676385696738,8.09721536324847,58.9872035895472
453,BR-18GS-001-3,BR-18GS-001-10,3279,BV,SELIND,36.6155029166474,8.37487687094645,58.9764241620744
454,BR-18GS-085-83,BR-21GS-C3-142-8,3754,BV,SELIND,36.3363806443183,8.47922021770178,58.9758986255821
455,BR-18GS-001-3,BR-21GS-C3-286-32,3402,BV,SELIND,38.0866172294561,7.82292804431682,58.973835107782
456,BR-18GS-059-43,BR-21GS-C3-286-1,3353,BV,SELIND,41.7362267263726,6.45354117995044,58.9671816768402
457,BR-18GS-085-83,BR-19GS-137-4,3811,BV,SELIND,38.6539594054113,7.60626725025351,58.9626929635881
458,BR-21GS-C3-287-9,BR-18GS-034-29,3766,BV,SELIND,39.4562971628371,7.30233921868407,58.9535428767236
459,BR-21GS-C3-287-9,BR-18GS-129-36,3678,BV,SELIND,40.5892096484508,6.87730906344191,58.9516248478407
460,BR-18GS-059-43,BGM-0049,4055,BV,SELIND,41.0152607005963,6.71679642684708,58.949107160278
461,BR-18GS-085-83,BR-21GS-C3-115-8,3838,BV,SELIND,37.901730307332,7.88057027953712,58.9428529536961
462,BR-21GS-C3-287-9,BR-18GS-131-17,3399,BV,SELIND,43.4450532088138,5.80234521646138,58.9373149367657
463,BR-21GS-C3-287-9,BR-18GS-085-38,3822,BV,SELIND,38.1933365595265,7.76914658268583,58.9369579352977
464,BR-18GS-085-83,BGM-0638,4361,BV,SELIND,37.9365924057664,7.86499996679901,58.9361423171198
465,BR-18GS-001-3,BGM-1656,3914,BV,SELIND,36.4789587552344,8.40941894102747,58.9321073277777
466,BR-18GS-001-3,BR-21GS-C3-154-22,3519,BV,SELIND,36.4745852368254,8.40716030412054,58.9217032488272
467,BR-18GS-085-83,BR-18GS-085-21,3569,BV,SELIND,34.0424542685655,9.31786427720965,58.9211518887153
468,BR-19GS-063-59,BR-21GS-C3-292-15,3231,BV,SELIND,39.24359450621,7.36853789991423,58.917590698981
